id,state,abbr,poverty,povertyMoe,age,ageMoe,income,incomeMoe,healthcare,healthcareLow,healthcareHigh,obesity,obesityLow,obesityHigh,smokes,smokesLow,smokesHigh,-0.385218228
,Thermal,Thermal,62.4,62.4,,,2.177285319,2.177285319,0.00061599,0.00061599,0.00061599,195.41,195.41,195.41,40.03,40.03,40.03,
,Emeryville,Emeryville,32.4,32.4,,,1.373417722,1.373417722,9.160808819,9.160808819,9.160808819,384.87,384.87,384.87,146.75,146.75,146.75,
,Lodi,Lodi,48.7,48.7,,,1.52298589,1.52298589,3.928723782,3.928723782,3.928723782,505.55,505.55,505.55,48.82,48.82,48.82,
,Reseda,Reseda,44.5,44.5,,,1.877366997,1.877366997,6.415685224,6.415685224,6.415685224,988.23,988.23,988.23,75.99,75.99,75.99,
,Garden Grove,Garden Grove,64.5,64.5,,,1.955223881,1.955223881,6.944032015,6.944032015,6.944032015,883.19,883.19,883.19,29.81,29.81,29.81,
,San Bernardino,San Bernardino,58.8,58.8,,,1.731658956,1.731658956,3.643659153,3.643659153,3.643659153,427.16,427.16,427.16,72.12,72.12,72.12,
,San Jose,San Jose,45.6,45.6,,,2.570675105,2.570675105,5.115909715,5.115909715,5.115909715,2366.06,2366.06,2366.06,56.72,56.72,56.72,
,Santa Monica,Santa Monica,41.9,41.9,,,1.331133113,1.331133113,5.891535485,5.891535485,5.891535485,1168.93,1168.93,1168.93,37.19,37.19,37.19,
,Fullerton,Fullerton,55.1,55.1,,,1.593212002,1.593212002,4.184647276,4.184647276,4.184647276,2204.96,2204.96,2204.96,47.94,47.94,47.94,
,Modesto,Modesto,36.4,36.4,,,1.471705907,1.471705907,3.813010618,3.813010618,3.813010618,795.55,795.55,795.55,52.85,52.85,52.85,
,Lindsay,Lindsay,63.6,63.6,,,1.932899023,1.932899023,2.164396279,2.164396279,2.164396279,101.41,101.41,101.41,55.02,55.02,55.02,
,Antioch,Antioch,66.2,66.2,,,1.789099526,1.789099526,4.261048514,4.261048514,4.261048514,957.87,957.87,957.87,178.9,178.9,178.9,
,Hanford,Hanford,26.2,26.2,,,1.845199216,1.845199216,0.904956247,0.904956247,0.904956247,509.81,509.81,509.81,138.1,138.1,138.1,
,Oakland,Oakland,40.9,40.9,,,0.905898876,0.905898876,8.307192177,8.307192177,8.307192177,1052.4,1052.4,1052.4,165.44,165.44,165.44,
,Delano,Delano,49.7,49.7,,,2.034175334,2.034175334,2.912636657,2.912636657,2.912636657,384.15,384.15,384.15,53.43,53.43,53.43,
,Bakersfield,Bakersfield,25.4,25.4,,,2.263845675,2.263845675,1.637042455,1.637042455,1.637042455,412.31,412.31,412.31,50.81,50.81,50.81,
,Garden Grove,Garden Grove,37.5,37.5,,,1.883952856,1.883952856,6.145518099,6.145518099,6.145518099,1636.77,1636.77,1636.77,46.05,46.05,46.05,
,Vallejo,Vallejo,63.4,63.4,,,1.20767072,1.20767072,5.023434269,5.023434269,5.023434269,306.39,306.39,306.39,193.5,193.5,193.5,
,Salinas,Salinas,41.6,41.6,,,1.790469974,1.790469974,4.144371729,4.144371729,4.144371729,909.37,909.37,909.37,68.7,68.7,68.7,
,San Francisco,San Francisco,12.1,12.1,,,1.835006274,1.835006274,2.973012167,2.973012167,2.973012167,1868.1,1868.1,1868.1,59.87,59.87,59.87,
,Modesto,Modesto,26.1,26.1,,,1.79120348,1.79120348,3.41525507,3.41525507,3.41525507,671.88,671.88,671.88,60.27,60.27,60.27,
,Waterford,Waterford,41.6,41.6,,,2.245710784,2.245710784,0.023981309,0.023981309,0.023981309,133.33,133.33,133.33,36.67,36.67,36.67,
,Los Angeles,Los Angeles,55,55,,,1.366815476,1.366815476,11.95554394,11.95554394,11.95554394,899.88,899.88,899.88,52.64,52.64,52.64,
,Santa Monica,Santa Monica,26.5,26.5,,,1.337706788,1.337706788,11.68740601,11.68740601,11.68740601,1195.11,1195.11,1195.11,54.92,54.92,54.92,
,Emeryville,Emeryville,32.5,32.5,,,1.416585366,1.416585366,9.855692367,9.855692367,9.855692367,378.29,378.29,378.29,165.16,165.16,165.16,
,Chula Vista,Chula Vista,50.5,50.5,,,1.483464567,1.483464567,7.883555139,7.883555139,7.883555139,585.6,585.6,585.6,68.62,68.62,68.62,
,Tustin,Tustin,53.9,53.9,,,1.519280206,1.519280206,9.231844899,9.231844899,9.231844899,4606.14,4606.14,4606.14,38.47,38.47,38.47,
,Los Angeles,Los Angeles,32.5,32.5,,,1.590809628,1.590809628,8.429042615,8.429042615,8.429042615,2405.2,2405.2,2405.2,13.51,13.51,13.51,
,Downey,Downey,27.8,27.8,,,2.315175097,2.315175097,4.489398585,4.489398585,4.489398585,1242.69,1242.69,1242.69,45.26,45.26,45.26,
,San Jose,San Jose,29,29,,,2.627066116,2.627066116,2.472644098,2.472644098,2.472644098,591.97,591.97,591.97,44.11,44.11,44.11,
,Marysville,Marysville,48.4,48.4,,,2.26240458,2.26240458,0.016106945,0.016106945,0.016106945,175.56,175.56,175.56,43.03,43.03,43.03,
,Oroville,Oroville,44.1,44.1,,,2.170777989,2.170777989,0.020740931,0.020740931,0.020740931,126.01,126.01,126.01,61.38,61.38,61.38,
,Beaumont,Beaumont,18.7,18.7,,,1.27589183,1.27589183,0.275312863,0.275312863,0.275312863,984.1,984.1,984.1,78.91,78.91,78.91,
,Oceanside,Oceanside,56.5,56.5,,,1.654474708,1.654474708,6.561781664,6.561781664,6.561781664,2386.02,2386.02,2386.02,54.01,54.01,54.01,
,Inglewood,Inglewood,27.5,27.5,,,1.840883978,1.840883978,5.662082856,5.662082856,5.662082856,891.1,891.1,891.1,91.37,91.37,91.37,
,Placentia,Placentia,20.2,20.2,,,1.980181668,1.980181668,4.471436861,4.471436861,4.471436861,628.57,628.57,628.57,24.75,24.75,24.75,
,Rancho Cordova,Rancho Cordova,42.4,42.4,,,1.777690495,1.777690495,3.074763873,3.074763873,3.074763873,578.2,578.2,578.2,62.64,62.64,62.64,
,San Diego,San Diego,38.5,38.5,,,1.882436935,1.882436935,3.031141668,3.031141668,3.031141668,1794.99,1794.99,1794.99,66.57,66.57,66.57,
,Castaic,Castaic,34.5,34.5,,,2.380846325,2.380846325,0.078808191,0.078808191,0.078808191,498.61,498.61,498.61,26.92,26.92,26.92,
,National City,National City,64.7,64.7,,,1.828982419,1.828982419,8.454733919,8.454733919,8.454733919,1084.02,1084.02,1084.02,66.49,66.49,66.49,
,Sylmar,Sylmar,46.6,46.6,,,2.458791209,2.458791209,4.302965984,4.302965984,4.302965984,726.92,726.92,726.92,59.89,59.89,59.89,
,Anaheim,Anaheim,41.8,41.8,,,1.709424084,1.709424084,6.690462194,6.690462194,6.690462194,2632.24,2632.24,2632.24,47.63,47.63,47.63,
,Sacramento,Sacramento,77.8,77.8,,,1.209131075,1.209131075,4.535201701,4.535201701,4.535201701,2151.55,2151.55,2151.55,64.78,64.78,64.78,
,Inglewood,Inglewood,22.9,22.9,,,1.947368421,1.947368421,5.226157107,5.226157107,5.226157107,696.54,696.54,696.54,106.85,106.85,106.85,
,Antioch,Antioch,52.3,52.3,,,1.749551167,1.749551167,2.904251052,2.904251052,2.904251052,935.88,935.88,935.88,168.61,168.61,168.61,
,Westminster,Westminster,49.6,49.6,,,2.151102464,2.151102464,4.651008113,4.651008113,4.651008113,1477.09,1477.09,1477.09,38.28,38.28,38.28,
,Bakersfield,Bakersfield,49.2,49.2,,,1.542857143,1.542857143,2.857532135,2.857532135,2.857532135,209.59,209.59,209.59,80.97,80.97,80.97,
,Los Angeles,Los Angeles,18,18,,,1.703835227,1.703835227,4.874866333,4.874866333,4.874866333,1878.85,1878.85,1878.85,61.33,61.33,61.33,
,Manteca,Manteca,37.7,37.7,,,1.989425982,1.989425982,2.845453673,2.845453673,2.845453673,464.86,464.86,464.86,112.4,112.4,112.4,
,Norwalk,Norwalk,47,47,,,2.474196689,2.474196689,5.185825466,5.185825466,5.185825466,627.85,627.85,627.85,42.86,42.86,42.86,
,San Jose,San Jose,34.7,34.7,,,1.348502994,1.348502994,0.9722829,0.9722829,0.9722829,1474.98,1474.98,1474.98,37.33,37.33,37.33,
,Rialto,Rialto,37.9,37.9,,,2.589083419,2.589083419,0.774901622,0.774901622,0.774901622,344.01,344.01,344.01,40.88,40.88,40.88,
,Los Angeles,Los Angeles,59.7,59.7,,,1.076322637,1.076322637,28.81672333,28.81672333,28.81672333,1660.03,1660.03,1660.03,30.38,30.38,30.38,
,Santa Ana,Santa Ana,52.4,52.4,,,1.769727047,1.769727047,5.451710225,5.451710225,5.451710225,1024.13,1024.13,1024.13,42.48,42.48,42.48,
,Alameda,Alameda,57.4,57.4,,,1.381936888,1.381936888,12.76141925,12.76141925,12.76141925,480.72,480.72,480.72,61.42,61.42,61.42,
,Northridge,Northridge,27.1,27.1,,,1.814545455,1.814545455,4.117275568,4.117275568,4.117275568,1191.02,1191.02,1191.02,59.01,59.01,59.01,
,San Juan Capistrano,San Juan Capistrano,59.9,59.9,,,2.000413223,2.000413223,2.398992054,2.398992054,2.398992054,2571.06,2571.06,2571.06,28.37,28.37,28.37,
,Marysville,Marysville,68.3,68.3,,,1.494889267,1.494889267,1.750660788,1.750660788,1.750660788,241.21,241.21,241.21,50.08,50.08,50.08,
,Alameda,Alameda,28.9,28.9,,,1.570247934,1.570247934,4.009829738,4.009829738,4.009829738,678.42,678.42,678.42,61.42,61.42,61.42,
,Glendale,Glendale,20.2,20.2,,,2.362369338,2.362369338,3.872260165,3.872260165,3.872260165,462.87,462.87,462.87,33.51,33.51,33.51,
,Oakdale,Oakdale,32.2,32.2,,,2.575867052,2.575867052,0.025109034,0.025109034,0.025109034,231.61,231.61,231.61,49.44,49.44,49.44,
,Fresno,Fresno,26.1,26.1,,,2.167385057,2.167385057,0.445393189,0.445393189,0.445393189,327.84,327.84,327.84,53.86,53.86,53.86,
,Sacramento,Sacramento,42.8,42.8,,,0.838526912,0.838526912,14.79100283,14.79100283,14.79100283,382.67,382.67,382.67,80.15,80.15,80.15,
,Santa Monica,Santa Monica,36.7,36.7,,,0.979413817,0.979413817,6.476032344,6.476032344,6.476032344,1125.36,1125.36,1125.36,76.95,76.95,76.95,
,Oakley,Oakley,14.2,14.2,,,2.331465172,2.331465172,0.821788849,0.821788849,0.821788849,443.66,443.66,443.66,92.07,92.07,92.07,
,Chula Vista,Chula Vista,46,46,,,1.643801653,1.643801653,6.163062096,6.163062096,6.163062096,551.05,551.05,551.05,68.62,68.62,68.62,
,El Centro,El Centro,47.6,47.6,,,2.029327611,2.029327611,2.822010989,2.822010989,2.822010989,635.67,635.67,635.67,111.93,111.93,111.93,
,San Pablo,San Pablo,43.2,43.2,,,1.642487047,1.642487047,5.314047258,5.314047258,5.314047258,1124.92,1124.92,1124.92,122.04,122.04,122.04,
,Sacramento,Sacramento,38,38,,,1.854964671,1.854964671,4.214921904,4.214921904,4.214921904,571.32,571.32,571.32,108.54,108.54,108.54,
,West Covina,West Covina,32.2,32.2,,,2.083956775,2.083956775,4.308556437,4.308556437,4.308556437,607.72,607.72,607.72,39.36,39.36,39.36,
,Los Angeles,Los Angeles,37.5,37.5,,,1.229747676,1.229747676,18.08243191,18.08243191,18.08243191,1236,1236,1236,27.08,27.08,27.08,
,Temecula,Temecula,43.1,43.1,,,1.750671441,1.750671441,1.764890999,1.764890999,1.764890999,1108.12,1108.12,1108.12,26.9,26.9,26.9,
,Vallejo,Vallejo,61.2,61.2,,,1.724886878,1.724886878,4.159724851,4.159724851,4.159724851,804.58,804.58,804.58,193.5,193.5,193.5,
,Lucerne Valley,Lucerne Valley,49.6,49.6,,,2.075814536,2.075814536,0.004941439,0.004941439,0.004941439,104.45,104.45,104.45,79.61,79.61,79.61,
,Los Angeles,Los Angeles,58,58,,,1.94952251,1.94952251,2.925651598,2.925651598,2.925651598,743.91,743.91,743.91,56.6,56.6,56.6,
,Monterey Park,Monterey Park,35.7,35.7,,,1.928135593,1.928135593,5.180414666,5.180414666,5.180414666,669.63,669.63,669.63,35.9,35.9,35.9,
,Yuba City,Yuba City,58.8,58.8,,,1.624270225,1.624270225,2.208567398,2.208567398,2.208567398,421.83,421.83,421.83,40.59,40.59,40.59,
,Hayward,Hayward,28.2,28.2,,,1.85837527,1.85837527,6.47029152,6.47029152,6.47029152,937.9,937.9,937.9,116.22,116.22,116.22,
,Moorpark,Moorpark,45.7,45.7,,,2.238461538,2.238461538,1.610557067,1.610557067,1.610557067,561.48,561.48,561.48,32.63,32.63,32.63,
,Rosemead,Rosemead,40.4,40.4,,,2.035737492,2.035737492,4.029534884,4.029534884,4.029534884,405.04,405.04,405.04,33.04,33.04,33.04,
,Richmond,Richmond,50.2,50.2,,,2.041366906,2.041366906,5.438641302,5.438641302,5.438641302,616.56,616.56,616.56,130.75,130.75,130.75,
,San Marcos,San Marcos,52.9,52.9,,,2.215529412,2.215529412,2.974276852,2.974276852,2.974276852,1394.42,1394.42,1394.42,15.34,15.34,15.34,
,Fresno,Fresno,62.3,62.3,,,1.793814433,1.793814433,2.74611716,2.74611716,2.74611716,594.6,594.6,594.6,71.38,71.38,71.38,
,La Puente,La Puente,44.4,44.4,,,2.036514523,2.036514523,5.108925633,5.108925633,5.108925633,546.55,546.55,546.55,36.15,36.15,36.15,
,Modesto,Modesto,26.6,26.6,,,2.011949686,2.011949686,4.554871176,4.554871176,4.554871176,773.19,773.19,773.19,81.39,81.39,81.39,
,Fresno,Fresno,39.1,39.1,,,1.7890625,1.7890625,2.56639694,2.56639694,2.56639694,568.65,568.65,568.65,95.82,95.82,95.82,
,San Diego,San Diego,29.5,29.5,,,2.558100085,2.558100085,0.413713538,0.413713538,0.413713538,45687.87,45687.87,45687.87,39.44,39.44,39.44,
,Covina,Covina,41.8,41.8,,,2.064935065,2.064935065,4.875814448,4.875814448,4.875814448,427.21,427.21,427.21,34.28,34.28,34.28,
,Orange,Orange,34.4,34.4,,,1.952902519,1.952902519,4.621740349,4.621740349,4.621740349,2007.42,2007.42,2007.42,26.05,26.05,26.05,
,Upland,Upland,33,33,,,2.060455897,2.060455897,3.197026991,3.197026991,3.197026991,458.67,458.67,458.67,79.82,79.82,79.82,
,Lomita,Lomita,33.6,33.6,,,1.872037915,1.872037915,5.717653013,5.717653013,5.717653013,1441.79,1441.79,1441.79,42.41,42.41,42.41,
,Los Angeles,Los Angeles,14.1,14.1,,,1.750346741,1.750346741,2.214359715,2.214359715,2.214359715,1147.34,1147.34,1147.34,60.18,60.18,60.18,
,Hayward,Hayward,37.1,37.1,,,2.118032787,2.118032787,3.602502807,3.602502807,3.602502807,2265.78,2265.78,2265.78,104.46,104.46,104.46,
,Hayward,Hayward,33.9,33.9,,,1.829877112,1.829877112,5.754910961,5.754910961,5.754910961,735.15,735.15,735.15,102.34,102.34,102.34,
,Los Angeles,Los Angeles,35.9,35.9,,,1.684123026,1.684123026,9.282467618,9.282467618,9.282467618,3398.38,3398.38,3398.38,24.17,24.17,24.17,
,Marysville,Marysville,46.5,46.5,,,1.676429568,1.676429568,2.740366935,2.740366935,2.740366935,357.05,357.05,357.05,50.08,50.08,50.08,
,Palmdale,Palmdale,73.6,73.6,,,1.36053719,1.36053719,3.421714091,3.421714091,3.421714091,892.45,892.45,892.45,94.13,94.13,94.13,
,Sacramento,Sacramento,36.2,36.2,,,1.447228145,1.447228145,3.853366566,3.853366566,3.853366566,835.75,835.75,835.75,91.99,91.99,91.99,
,Oakland,Oakland,47.4,47.4,,,0.853494624,0.853494624,29.54595554,29.54595554,29.54595554,326.99,326.99,326.99,73.61,73.61,73.61,
,San Francisco,San Francisco,21.6,21.6,,,2.059463987,2.059463987,11.77046887,11.77046887,11.77046887,1442.93,1442.93,1442.93,58.91,58.91,58.91,
,Los Angeles,Los Angeles,54.3,54.3,,,1.651079137,1.651079137,4.396322898,4.396322898,4.396322898,610.25,610.25,610.25,66.51,66.51,66.51,
,Bakersfield,Bakersfield,74.9,74.9,,,1.679753657,1.679753657,1.867652708,1.867652708,1.867652708,397.14,397.14,397.14,71.04,71.04,71.04,
,El Cajon,El Cajon,52.4,52.4,,,1.462651998,1.462651998,6.538757961,6.538757961,6.538757961,1089.36,1089.36,1089.36,49.11,49.11,49.11,
,Los Angeles,Los Angeles,59.7,59.7,,,1.434619003,1.434619003,10.05785507,10.05785507,10.05785507,661.4,661.4,661.4,52.64,52.64,52.64,
,Garden Grove,Garden Grove,46.5,46.5,,,1.754768392,1.754768392,8.358610991,8.358610991,8.358610991,1976.58,1976.58,1976.58,35.54,35.54,35.54,
,Oxnard,Oxnard,26.3,26.3,,,2.475465313,2.475465313,4.276592639,4.276592639,4.276592639,702.1,702.1,702.1,116.82,116.82,116.82,
,Hayward,Hayward,43,43,,,1.619241983,1.619241983,3.533485363,3.533485363,3.533485363,649.74,649.74,649.74,70.92,70.92,70.92,
,Chula Vista,Chula Vista,43.6,43.6,,,2.112568306,2.112568306,2.30045945,2.30045945,2.30045945,1390.49,1390.49,1390.49,68.56,68.56,68.56,
,Chula Vista,Chula Vista,38.2,38.2,,,1.983844911,1.983844911,3.781238314,3.781238314,3.781238314,2013.86,2013.86,2013.86,68.62,68.62,68.62,
,Chula Vista,Chula Vista,52.3,52.3,,,1.652991453,1.652991453,5.901628489,5.901628489,5.901628489,659.86,659.86,659.86,68.62,68.62,68.62,
,Carson,Carson,31.5,31.5,,,2.391768293,2.391768293,4.177603839,4.177603839,4.177603839,544.23,544.23,544.23,60.31,60.31,60.31,
,Stockton,Stockton,28.5,28.5,,,1.786538462,1.786538462,3.363860006,3.363860006,3.363860006,971,971,971,58.94,58.94,58.94,
,Santa Ana,Santa Ana,70.4,70.4,,,1.765829146,1.765829146,8.551683005,8.551683005,8.551683005,793.34,793.34,793.34,42.79,42.79,42.79,
,Downey,Downey,13.5,13.5,,,2.204883227,2.204883227,3.532154296,3.532154296,3.532154296,2263.89,2263.89,2263.89,34.49,34.49,34.49,
,Riverside,Riverside,25.9,25.9,,,2.146448087,2.146448087,1.391464608,1.391464608,1.391464608,603.13,603.13,603.13,55.89,55.89,55.89,
,Oakland,Oakland,46.8,46.8,,,1.723790323,1.723790323,5.117667535,5.117667535,5.117667535,1500.07,1500.07,1500.07,149.26,149.26,149.26,
,Chino,Chino,34.4,34.4,,,1.910282954,1.910282954,4.557206946,4.557206946,4.557206946,472.16,472.16,472.16,50.73,50.73,50.73,
,Chico,Chico,66.5,66.5,,,1.781671159,1.781671159,0.901030398,0.901030398,0.901030398,320.84,320.84,320.84,43.1,43.1,43.1,
,Oxnard,Oxnard,58.2,58.2,,,1.610341151,1.610341151,4.173309957,4.173309957,4.173309957,554.92,554.92,554.92,116.82,116.82,116.82,
,Mira Loma,Mira Loma,22.9,22.9,,,2.844167409,2.844167409,2.653207918,2.653207918,2.653207918,1297.42,1297.42,1297.42,33.28,33.28,33.28,
,Lancaster,Lancaster,70.6,70.6,,,1.693131695,1.693131695,1.249667716,1.249667716,1.249667716,422.82,422.82,422.82,128.69,128.69,128.69,
,Sacramento,Sacramento,63.9,63.9,,,1.848484848,1.848484848,3.156368283,3.156368283,3.156368283,1296.48,1296.48,1296.48,80.34,80.34,80.34,
,South San Francisco,South San Francisco,19.1,19.1,,,2.044095665,2.044095665,3.974719141,3.974719141,3.974719141,1140.03,1140.03,1140.03,60.91,60.91,60.91,
,Long Beach,Long Beach,19.5,19.5,,,1.632121212,1.632121212,5.036068636,5.036068636,5.036068636,856.11,856.11,856.11,28.23,28.23,28.23,
,Torrance,Torrance,17.4,17.4,,,2.373747495,2.373747495,4.259015408,4.259015408,4.259015408,1922.89,1922.89,1922.89,44.43,44.43,44.43,
,Richmond,Richmond,15.2,15.2,,,1.607416127,1.607416127,0.402199236,0.402199236,0.402199236,615.74,615.74,615.74,176.02,176.02,176.02,
,Santa Ana,Santa Ana,31.3,31.3,,,2.49340176,2.49340176,3.810300025,3.810300025,3.810300025,1003.11,1003.11,1003.11,45.3,45.3,45.3,
,Vallejo,Vallejo,48,48,,,1.680967239,1.680967239,4.328433697,4.328433697,4.328433697,815.76,815.76,815.76,193.5,193.5,193.5,
,Los Angeles,Los Angeles,26.8,26.8,,,1.558095952,1.558095952,11.19539536,11.19539536,11.19539536,1186.04,1186.04,1186.04,37.83,37.83,37.83,
,Culver City,Culver City,61.3,61.3,,,1.663466968,1.663466968,9.405046983,9.405046983,9.405046983,920.23,920.23,920.23,37.78,37.78,37.78,
,North Hollywood,North Hollywood,23.1,23.1,,,1.616987179,1.616987179,4.938890384,4.938890384,4.938890384,2318.75,2318.75,2318.75,36.01,36.01,36.01,
,Corona,Corona,31.7,31.7,,,2.62535014,2.62535014,0.666173194,0.666173194,0.666173194,1933.43,1933.43,1933.43,25.85,25.85,25.85,
,San Pedro,San Pedro,30.3,30.3,,,1.749497656,1.749497656,10.49340462,10.49340462,10.49340462,633.99,633.99,633.99,84.98,84.98,84.98,
,Moreno Valley,Moreno Valley,35.9,35.9,,,2.337057728,2.337057728,2.201329058,2.201329058,2.201329058,965.73,965.73,965.73,59.49,59.49,59.49,
,Brea,Brea,21.3,21.3,,,2,2,1.455112182,1.455112182,1.455112182,2458.36,2458.36,2458.36,36.96,36.96,36.96,
,Sacramento,Sacramento,52.6,52.6,,,1.822033898,1.822033898,4.070554182,4.070554182,4.070554182,658.44,658.44,658.44,95.71,95.71,95.71,
,Pico Rivera,Pico Rivera,35.1,35.1,,,2.234628975,2.234628975,3.154884339,3.154884339,3.154884339,658.76,658.76,658.76,63.24,63.24,63.24,
,Moreno Valley,Moreno Valley,39.5,39.5,,,3.078039927,3.078039927,0.105601667,0.105601667,0.105601667,740.39,740.39,740.39,60.49,60.49,60.49,
,Los Angeles,Los Angeles,41.5,41.5,,,1.533067275,1.533067275,7.808479878,7.808479878,7.808479878,1410.75,1410.75,1410.75,49.09,49.09,49.09,
,Lodi,Lodi,55.4,55.4,,,1.86059744,1.86059744,0.010133779,0.010133779,0.010133779,730.69,730.69,730.69,22.78,22.78,22.78,
,Westminster,Westminster,53,53,,,1.641868512,1.641868512,5.485456979,5.485456979,5.485456979,1060.56,1060.56,1060.56,35.19,35.19,35.19,
,Corona,Corona,40.7,40.7,,,1.836672474,1.836672474,5.207914608,5.207914608,5.207914608,322.37,322.37,322.37,24.84,24.84,24.84,
,Monterey Park,Monterey Park,46.6,46.6,,,1.803797468,1.803797468,9.88461791,9.88461791,9.88461791,551.92,551.92,551.92,24.96,24.96,24.96,
,Santa Maria,Santa Maria,56.7,56.7,,,1.96006192,1.96006192,0.80243857,0.80243857,0.80243857,370.37,370.37,370.37,36.71,36.71,36.71,
,Modesto,Modesto,32.1,32.1,,,1.868160844,1.868160844,1.569334113,1.569334113,1.569334113,684.68,684.68,684.68,41.32,41.32,41.32,
,Orange,Orange,48.8,48.8,,,2.369346734,2.369346734,2.725798802,2.725798802,2.725798802,2309.06,2309.06,2309.06,28.4,28.4,28.4,
,Fillmore,Fillmore,55.1,55.1,,,2.219414894,2.219414894,0.020517472,0.020517472,0.020517472,429.02,429.02,429.02,46.42,46.42,46.42,
,Victorville,Victorville,49,49,,,2.416545718,2.416545718,1.270941648,1.270941648,1.270941648,1458.29,1458.29,1458.29,87.54,87.54,87.54,
,Monrovia,Monrovia,37.2,37.2,,,1.683074593,1.683074593,6.071189396,6.071189396,6.071189396,582.61,582.61,582.61,33.95,33.95,33.95,
,Chino,Chino,17.1,17.1,,,2.614374568,2.614374568,3.015935783,3.015935783,3.015935783,407.65,407.65,407.65,50.73,50.73,50.73,
,Ukiah,Ukiah,61.6,61.6,,,1.26637931,1.26637931,2.454943788,2.454943788,2.454943788,359.29,359.29,359.29,81.53,81.53,81.53,
,Hayward,Hayward,24.5,24.5,,,2.026533997,2.026533997,4.913736514,4.913736514,4.913736514,617.58,617.58,617.58,98.66,98.66,98.66,
,Vallejo,Vallejo,41,41,,,2.250423012,2.250423012,3.568543049,3.568543049,3.568543049,643.93,643.93,643.93,223.3,223.3,223.3,
,San Bruno,San Bruno,24.2,24.2,,,1.865975269,1.865975269,9.130476979,9.130476979,9.130476979,949.13,949.13,949.13,66.57,66.57,66.57,
,Los Angeles,Los Angeles,13.9,13.9,,,1.886652079,1.886652079,4.38987835,4.38987835,4.38987835,920.01,920.01,920.01,102.74,102.74,102.74,
,Los Angeles,Los Angeles,41.3,41.3,,,0.976744186,0.976744186,8.691225996,8.691225996,8.691225996,2016.02,2016.02,2016.02,55.33,55.33,55.33,
,Pasadena,Pasadena,51.2,51.2,,,0.91985138,0.91985138,14.20200443,14.20200443,14.20200443,2231.89,2231.89,2231.89,20.83,20.83,20.83,
,Sunland,Sunland,35.4,35.4,,,2.230273752,2.230273752,0.38936959,0.38936959,0.38936959,1255.63,1255.63,1255.63,47.76,47.76,47.76,
,Mission Hills,Mission Hills,29.7,29.7,,,2.098164405,2.098164405,5.076368924,5.076368924,5.076368924,1979.56,1979.56,1979.56,57.23,57.23,57.23,
,Santa Ana,Santa Ana,56.1,56.1,,,2.591523895,2.591523895,5.050784689,5.050784689,5.050784689,720.21,720.21,720.21,43.31,43.31,43.31,
,Hemet,Hemet,66.7,66.7,,,1.120287253,1.120287253,2.501579608,2.501579608,2.501579608,676.2,676.2,676.2,46.1,46.1,46.1,
,Woodlake,Woodlake,63.6,63.6,,,1.855625,1.855625,2.612631079,2.612631079,2.612631079,214.9,214.9,214.9,54.59,54.59,54.59,
,Wofford Heights,Wofford Heights,30.6,30.6,,,2.088021431,2.088021431,0.004276291,0.004276291,0.004276291,85.04,85.04,85.04,38.37,38.37,38.37,
